source,target,ak,bk,ck,xpos,value
NAV-kontoret,Uføretrygd,NAV-kontoret,Uføretrygd,Ringt feil,0,1
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,Delvis løst/videreformidlet NKS/NSS,0,26
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,Delvis løst/videreformidlet NØP/NØS,0,1
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,Delvis løst/videreformidlet til NAV Fylkesledd,0,1
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,Delvis løst/videreformidlet til NAV-kontor,0,13
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,"Ferdig besvart, avsluttet og henvist nav.no",0,39
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,Innringer ringer selv tilbake senere,0,9
Øvrige samhandlere,Annet,Øvrige samhandlere,Annet,Ringt feil,0,21
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,0,5
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,0,1
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,0,7
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet til NAV-kontor,0,23
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,"Ferdig besvart, avsluttet og henvist nav.no",0,112
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,Innringer ringer selv tilbake senere,0,10
Øvrige samhandlere,Arbeid og helse,Øvrige samhandlere,Arbeid og helse,Ringt feil,0,7
Øvrige samhandlere,Arbeidsgiver 1+4,Øvrige samhandlere,Arbeidsgiver 1+4,Delvis løst/videreformidlet NKS/NSS,0,3
Øvrige samhandlere,Arbeidsgiver 1+4,Øvrige samhandlere,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,0,5
Øvrige samhandlere,Arbeidsgiver 1+4,Øvrige samhandlere,Arbeidsgiver 1+4,Delvis løst/videreformidlet til NAV-kontor,0,4
Øvrige samhandlere,Arbeidsgiver 1+4,Øvrige samhandlere,Arbeidsgiver 1+4,"Ferdig besvart, avsluttet og henvist nav.no",0,22
Øvrige samhandlere,Arbeidsgiver 1+4,Øvrige samhandlere,Arbeidsgiver 1+4,Innringer ringer selv tilbake senere,0,1
Øvrige samhandlere,Arbeidsgiver 1+4,Øvrige samhandlere,Arbeidsgiver 1+4,Ringt feil,0,7
Øvrige samhandlere,Arbeidsgiver 2,Øvrige samhandlere,Arbeidsgiver 2,Delvis løst/videreformidlet NKS/NSS,0,1
Øvrige samhandlere,Arbeidsgiver 2,Øvrige samhandlere,Arbeidsgiver 2,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Øvrige samhandlere,Arbeidsgiver 2,Øvrige samhandlere,Arbeidsgiver 2,Delvis løst/videreformidlet til NAV-kontor,0,7
Øvrige samhandlere,Arbeidsgiver 2,Øvrige samhandlere,Arbeidsgiver 2,"Ferdig besvart, avsluttet og henvist nav.no",0,6
Øvrige samhandlere,Arbeidsgiver 2,Øvrige samhandlere,Arbeidsgiver 2,Innringer ringer selv tilbake senere,0,2
Øvrige samhandlere,Arbeidsgiver 2,Øvrige samhandlere,Arbeidsgiver 2,Ringt feil,0,2
Øvrige samhandlere,Arbeidsgiver 3,Øvrige samhandlere,Arbeidsgiver 3,"Ferdig besvart, avsluttet og henvist nav.no",0,3
Øvrige samhandlere,Beskjed til NAV - Arbeid,Øvrige samhandlere,Beskjed til NAV - Arbeid,"Ferdig besvart, avsluttet og henvist nav.no",0,1
Øvrige samhandlere,Beskjed til NAV - Pensjon,Øvrige samhandlere,Beskjed til NAV - Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",0,1
Øvrige samhandlere,Familie,Øvrige samhandlere,Familie,Brutt samtale / teknisk feil,0,1
Øvrige samhandlere,Familie,Øvrige samhandlere,Familie,Delvis løst/videreformidlet NAV Familie og pensjon,0,10
Øvrige samhandlere,Familie,Øvrige samhandlere,Familie,Delvis løst/videreformidlet NKS/NSS,0,3
Øvrige samhandlere,Familie,Øvrige samhandlere,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,0,4
Øvrige samhandlere,Familie,Øvrige samhandlere,Familie,"Ferdig besvart, avsluttet og henvist nav.no",0,16
Øvrige samhandlere,Familie,Øvrige samhandlere,Familie,Innringer ringer selv tilbake senere,0,1
Øvrige samhandlere,Familie,Øvrige samhandlere,Familie,Ringt feil,0,2
Øvrige samhandlere,Internasjonalt,Øvrige samhandlere,Internasjonalt,Delvis løst/videreformidlet NAV Familie og pensjon,0,1
Øvrige samhandlere,Internasjonalt,Øvrige samhandlere,Internasjonalt,Delvis løst/videreformidlet NKS/NSS,0,2
Øvrige samhandlere,Internasjonalt,Øvrige samhandlere,Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,0,4
Øvrige samhandlere,Internasjonalt,Øvrige samhandlere,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,0,3
Øvrige samhandlere,Internasjonalt,Øvrige samhandlere,Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",0,21
Øvrige samhandlere,Internasjonalt,Øvrige samhandlere,Internasjonalt,Ringt feil,0,1
Øvrige samhandlere,Klageinstans,Øvrige samhandlere,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,0,3
Øvrige samhandlere,Klageinstans,Øvrige samhandlere,Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",0,1
Øvrige samhandlere,Lege og behandler,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet NKS/NSS,0,44
Øvrige samhandlere,Lege og behandler,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til annen enhet i NAV,0,2
Øvrige samhandlere,Lege og behandler,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,0,15
Øvrige samhandlere,Lege og behandler,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,0,55
Øvrige samhandlere,Lege og behandler,Øvrige samhandlere,Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",0,95
Øvrige samhandlere,Lege og behandler,Øvrige samhandlere,Lege og behandler,Innringer ringer selv tilbake senere,0,21
Øvrige samhandlere,Lege og behandler,Øvrige samhandlere,Lege og behandler,Ringt feil,0,39
Øvrige samhandlere,Pensjon,Øvrige samhandlere,Pensjon,Brutt samtale / teknisk feil,0,2
Øvrige samhandlere,Pensjon,Øvrige samhandlere,Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,0,7
Øvrige samhandlere,Pensjon,Øvrige samhandlere,Pensjon,Delvis løst/videreformidlet NKS/NSS,0,3
Øvrige samhandlere,Pensjon,Øvrige samhandlere,Pensjon,Delvis løst/videreformidlet NØP/NØS,0,5
Øvrige samhandlere,Pensjon,Øvrige samhandlere,Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",0,72
Øvrige samhandlere,Pensjon,Øvrige samhandlere,Pensjon,Ringt feil,0,3
Øvrige samhandlere,Pleiepenger,Øvrige samhandlere,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
Øvrige samhandlere,Pleiepenger,Øvrige samhandlere,Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",0,3
Øvrige samhandlere,Sosiale tjenester,Øvrige samhandlere,Sosiale tjenester,Brutt samtale / teknisk feil,0,1
Øvrige samhandlere,Sosiale tjenester,Øvrige samhandlere,Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,0,2
Øvrige samhandlere,Sosiale tjenester,Øvrige samhandlere,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,0,3
Øvrige samhandlere,Sosiale tjenester,Øvrige samhandlere,Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,0,70
Øvrige samhandlere,Sosiale tjenester,Øvrige samhandlere,Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",0,81
Øvrige samhandlere,Sosiale tjenester,Øvrige samhandlere,Sosiale tjenester,Innringer ringer selv tilbake senere,0,20
Øvrige samhandlere,Sosiale tjenester,Øvrige samhandlere,Sosiale tjenester,Ringt feil,0,10
Øvrige samhandlere,Teknisk brukerstøtte,Øvrige samhandlere,Teknisk brukerstøtte,Delvis løst/videreformidlet til annen enhet i NAV,0,1
Øvrige samhandlere,Teknisk brukerstøtte,Øvrige samhandlere,Teknisk brukerstøtte,"Ferdig besvart, avsluttet og henvist nav.no",0,1
Øvrige samhandlere,Uføretrygd,Øvrige samhandlere,Uføretrygd,Delvis løst/videreformidlet NKS/NSS,0,3
Øvrige samhandlere,Uføretrygd,Øvrige samhandlere,Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
Øvrige samhandlere,Uføretrygd,Øvrige samhandlere,Uføretrygd,Delvis løst/videreformidlet til NAV-kontor,0,1
Øvrige samhandlere,Uføretrygd,Øvrige samhandlere,Uføretrygd,"Ferdig besvart, avsluttet og henvist nav.no",0,32
Øvrige samhandlere,Uføretrygd,Øvrige samhandlere,Uføretrygd,Innringer ringer selv tilbake senere,0,1
Øvrige samhandlere,Uføretrygd,Øvrige samhandlere,Uføretrygd,Ringt feil,0,1
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet NAV Familie og pensjon,0,4
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet NKS/NSS,0,49
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet NØP/NØS,0,1
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til annen enhet i NAV,0,4
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til Arbeid og ytelser,0,12
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til NAV-kontor,0,31
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,"Ferdig besvart, avsluttet og henvist nav.no",0,129
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Innringer ringer selv tilbake senere,0,6
"Pårørende, verge, fullmakt",Annet,"Pårørende, verge, fullmakt",Annet,Ringt feil,0,40
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Brutt samtale / teknisk feil,0,5
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,0,6
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet NKS/NSS,0,35
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet NØP/NØS,0,1
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,0,9
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,0,70
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til NAV-kontor,0,193
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,"Ferdig besvart, avsluttet og henvist nav.no",0,564
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Innringer ringer selv tilbake senere,0,14
"Pårørende, verge, fullmakt",Arbeid og helse,"Pårørende, verge, fullmakt",Arbeid og helse,Ringt feil,0,19
"Pårørende, verge, fullmakt",Arbeidsgiver 1+4,"Pårørende, verge, fullmakt",Arbeidsgiver 1+4,Delvis løst/videreformidlet NØP/NØS,0,1
"Pårørende, verge, fullmakt",Arbeidsgiver 1+4,"Pårørende, verge, fullmakt",Arbeidsgiver 1+4,"Ferdig besvart, avsluttet og henvist nav.no",0,2
"Pårørende, verge, fullmakt",Arbeidsgiver 1+4,"Pårørende, verge, fullmakt",Arbeidsgiver 1+4,Innringer ringer selv tilbake senere,0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Arbeid,"Pårørende, verge, fullmakt",Beskjed til NAV - Arbeid,Delvis løst/videreformidlet til NAV-kontor,0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Arbeid,"Pårørende, verge, fullmakt",Beskjed til NAV - Arbeid,"Ferdig besvart, avsluttet og henvist nav.no",0,4
"Pårørende, verge, fullmakt",Beskjed til NAV - Arbeid,"Pårørende, verge, fullmakt",Beskjed til NAV - Arbeid,Skrevet feil,0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Familie,"Pårørende, verge, fullmakt",Beskjed til NAV - Familie,"Ferdig besvart, avsluttet og henvist nav.no",0,5
"Pårørende, verge, fullmakt",Beskjed til NAV - Familie,"Pårørende, verge, fullmakt",Beskjed til NAV - Familie,Skrevet feil,0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Ort. hjelpemidler,"Pårørende, verge, fullmakt",Beskjed til NAV - Ort. hjelpemidler,"Ferdig besvart, avsluttet og henvist nav.no",0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Pensjon,"Pårørende, verge, fullmakt",Beskjed til NAV - Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Pensjon,"Pårørende, verge, fullmakt",Beskjed til NAV - Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Uføretrygd,"Pårørende, verge, fullmakt",Beskjed til NAV - Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
"Pårørende, verge, fullmakt",Beskjed til NAV - Uføretrygd,"Pårørende, verge, fullmakt",Beskjed til NAV - Uføretrygd,"Ferdig besvart, avsluttet og henvist nav.no",0,4
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Brutt samtale / teknisk feil,0,1
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet NAV Familie og pensjon,0,49
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet NKS/NSS,0,13
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet til annen enhet i NAV,0,3
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet til Arbeid og ytelser,0,8
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet til NAV-kontor,0,5
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,"Ferdig besvart, avsluttet og henvist nav.no",0,250
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Innringer ringer selv tilbake senere,0,7
"Pårørende, verge, fullmakt",Familie,"Pårørende, verge, fullmakt",Familie,Ringt feil,0,9
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet NAV Familie og pensjon,0,1
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet NKS/NSS,0,6
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet NØP/NØS,0,1
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,0,4
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,0,3
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet til NAV-kontor,0,3
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,"Ferdig besvart, avsluttet og henvist nav.no",0,52
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Innringer ringer selv tilbake senere,0,1
"Pårørende, verge, fullmakt",Internasjonalt,"Pårørende, verge, fullmakt",Internasjonalt,Ringt feil,0,1
"Pårørende, verge, fullmakt",Klageinstans,"Pårørende, verge, fullmakt",Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,0,11
"Pårørende, verge, fullmakt",Klageinstans,"Pårørende, verge, fullmakt",Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
"Pårørende, verge, fullmakt",Klageinstans,"Pårørende, verge, fullmakt",Klageinstans,"Ferdig besvart, avsluttet og henvist nav.no",0,22
"Pårørende, verge, fullmakt",Klageinstans,"Pårørende, verge, fullmakt",Klageinstans,Innringer ringer selv tilbake senere,0,2
"Pårørende, verge, fullmakt",Klageinstans,"Pårørende, verge, fullmakt",Klageinstans,Ringt feil,0,1
"Pårørende, verge, fullmakt",Lege og behandler,"Pårørende, verge, fullmakt",Lege og behandler,Delvis løst/videreformidlet NKS/NSS,0,2
"Pårørende, verge, fullmakt",Lege og behandler,"Pårørende, verge, fullmakt",Lege og behandler,Delvis løst/videreformidlet til NAV-kontor,0,2
"Pårørende, verge, fullmakt",Lege og behandler,"Pårørende, verge, fullmakt",Lege og behandler,"Ferdig besvart, avsluttet og henvist nav.no",0,4
"Pårørende, verge, fullmakt",Lege og behandler,"Pårørende, verge, fullmakt",Lege og behandler,Ringt feil,0,1
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Brutt samtale / teknisk feil,0,2
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet NAV Familie og pensjon,0,17
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet NKS/NSS,0,8
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet NØP/NØS,0,8
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,0,3
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til NAV-kontor,0,6
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,"Ferdig besvart, avsluttet og henvist nav.no",0,254
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Innringer ringer selv tilbake senere,0,4
"Pårørende, verge, fullmakt",Pensjon,"Pårørende, verge, fullmakt",Pensjon,Ringt feil,0,13
"Pårørende, verge, fullmakt",Pleiepenger,"Pårørende, verge, fullmakt",Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,0,1
"Pårørende, verge, fullmakt",Pleiepenger,"Pårørende, verge, fullmakt",Pleiepenger,"Ferdig besvart, avsluttet og henvist nav.no",0,10
"Pårørende, verge, fullmakt",Sosiale tjenester,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet NKS/NSS,0,8
"Pårørende, verge, fullmakt",Sosiale tjenester,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,0,2
"Pårørende, verge, fullmakt",Sosiale tjenester,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,0,4
"Pårørende, verge, fullmakt",Sosiale tjenester,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til NAV-kontor,0,132
"Pårørende, verge, fullmakt",Sosiale tjenester,"Pårørende, verge, fullmakt",Sosiale tjenester,"Ferdig besvart, avsluttet og henvist nav.no",0,140
"Pårørende, verge, fullmakt",Sosiale tjenester,"Pårørende, verge, fullmakt",Sosiale tjenester,Innringer ringer selv tilbake senere,0,11
"Pårørende, verge, fullmakt",Sosiale tjenester,"Pårørende, verge, fullmakt",Sosiale tjenester,Ringt feil,0,15
"Pårørende, verge, fullmakt",Teknisk brukerstøtte,"Pårørende, verge, fullmakt",Teknisk brukerstøtte,Delvis løst/videreformidlet NKS/NSS,0,2
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet NAV Familie og pensjon,0,1
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet NKS/NSS,0,7
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet NØP/NØS,0,4
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet til annen enhet i NAV,0,3
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,0,3
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet til NAV-kontor,0,5
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,"Ferdig besvart, avsluttet og henvist nav.no",0,99
"Pårørende, verge, fullmakt",Uføretrygd,"Pårørende, verge, fullmakt",Uføretrygd,Ringt feil,0,3
Personbruker,Annet,Personbruker,Annet,Brutt samtale / teknisk feil,0,44
Personbruker,Annet,Personbruker,Annet,Delvis løst/videreformidlet NAV Familie og pensjon,0,15
Personbruker,Annet,Personbruker,Annet,Delvis løst/videreformidlet NKS/NSS,0,731
Personbruker,Annet,Personbruker,Annet,Delvis løst/videreformidlet NØP/NØS,0,4
Personbruker,Annet,Personbruker,Annet,Delvis løst/videreformidlet til annen enhet i NAV,0,39
Personbruker,Annet,Personbruker,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,0,56
Personbruker,Annet,Personbruker,Annet,Delvis løst/videreformidlet til NAV-kontor,0,411
Personbruker,Annet,Personbruker,Annet,"Ferdig besvart, avsluttet og henvist nav.no",0,727
Personbruker,Annet,Personbruker,Annet,Innringer ringer selv tilbake senere,0,33
Personbruker,Annet,Personbruker,Annet,Ringt feil,0,342
Personbruker,Annet,Personbruker,Annet,Skrevet feil,0,1
Personbruker,Arbeid og helse,Personbruker,Arbeid og helse,Brutt samtale / teknisk feil,0,105
Personbruker,Arbeid og helse,Personbruker,Arbeid og helse,Delvis løst/videreformidlet NAV Familie og pensjon,0,37
